,FUNDCODE,FDATE,TYPE,FKMBM,FKMMC,FZQCB,FCB_JZ_BL,S_INFO_WINDCODE,B_INFO_ISSUER,S_INFO_COMPCODE,S_INFO_INDUSTRYNAME,S_INFO_INDUSTRYNAME2,TOT_SHRHLDR_EQY_INCL_MIN_INT,REPORT_PERIOD,rank_1year,rank_3year,IS_SCP,Rank,IS_Rate_Bond
51,000540,2018-08-20,债券,11037401783556,17东莞银行CD074(总价),99958332.27,0.0054069999999999995,111783556.IB,东莞银行股份有限公司,1AI997EA31,同业存单,,19102996125.9100,20180630,AA+,AA+,False,AA+,False
52,000540,2018-08-20,债券,11037401787877,17龙江银行CD230(总价),148795584.6,0.008048999999999999,111787877.IB,龙江银行股份有限公司,3cP6A5F800,同业存单,,14885318000.0000,20171231,AA+,AA+,False,AA+,False
53,000540,2018-08-20,债券,11037401809112,18浦发银行CD112(总价),194341337.02,0.010513,111809112.IB,上海浦东发展银行股份有限公司,1600000,同业存单,,430985000000.0000,20171231,AAA,AAA,False,AAA,False
54,000540,2018-08-20,债券,11037401809147,18浦发银行CD147(总价),500000000.0,0.027048000000000003,111809147.IB,上海浦东发展银行股份有限公司,1600000,同业存单,,430985000000.0000,20171231,AAA,AAA,False,AAA,False
55,000540,2018-08-20,债券,11037401809182,18浦发银行CD182(总价),299375437.47,0.016195,111809182.IB,上海浦东发展银行股份有限公司,1600000,同业存单,,430985000000.0000,20171231,AAA,AAA,False,AAA,False
56,000540,2018-08-20,债券,11037401809217,18浦发银行CD217(总价),298343370.98,0.016139,111809217.IB,上海浦东发展银行股份有限公司,1600000,同业存单,,430985000000.0000,20171231,AAA,AAA,False,AAA,False
57,000540,2018-08-20,债券,11037401810189,18兴业银行CD189(总价),48804671.27,0.00264,111810189.IB,兴业银行股份有限公司,2013708,同业存单,,441958000000.0000,20180331,AAA,AAA,False,AAA,False
58,000540,2018-08-20,债券,11037401810238,18兴业银行CD238(总价),300000000.0,0.016229,111810238.IB,兴业银行股份有限公司,2013708,同业存单,,441958000000.0000,20180331,AAA,AAA,False,AAA,False
59,000540,2018-08-20,债券,11037401810241,18兴业银行CD241(总价),299928918.05,0.016225,111810241.IB,兴业银行股份有限公司,2013708,同业存单,,422752000000.0000,20171231,AAA,AAA,False,AAA,False
60,000540,2018-08-20,债券,11037401810332,18兴业银行CD332(总价),300000000.0,0.016229,111810332.IB,兴业银行股份有限公司,2013708,同业存单,,422752000000.0000,20171231,AAA,AAA,False,AAA,False
61,000540,2018-08-20,债券,11037401810355,18兴业银行CD355(总价),300000000.0,0.016229,111810355.IB,兴业银行股份有限公司,2013708,同业存单,,441958000000.0000,20180331,AAA,AAA,False,AAA,False
62,000540,2018-08-20,债券,11037401810356,18兴业银行CD356(总价),298328893.38,0.016138,111810356.IB,兴业银行股份有限公司,2013708,同业存单,,422752000000.0000,20171231,AAA,AAA,False,AAA,False
63,000540,2018-08-20,债券,11037401810361,18兴业银行CD361(总价),300000836.74,0.016229,111810361.IB,兴业银行股份有限公司,2013708,同业存单,,422752000000.0000,20171231,AAA,AAA,False,AAA,False
64,000540,2018-08-20,债券,11037401810372,18兴业银行CD372(总价),500001448.6,0.027048000000000003,111810372.IB,兴业银行股份有限公司,2013708,同业存单,,441958000000.0000,20180331,AAA,AAA,False,AAA,False
65,000540,2018-08-20,债券,11037401810392,18兴业银行CD392(总价),198776826.2,0.010752999999999999,111810392.IB,兴业银行股份有限公司,2013708,同业存单,,441958000000.0000,20180331,AAA,AAA,False,AAA,False
66,000540,2018-08-20,债券,11037401811077,18平安银行CD077(总价),295564081.81,0.015989,111811077.IB,平安银行股份有限公司,1000001,同业存单,,228141000000.0000,20180630,AAA,AAA,False,AAA,False
67,000540,2018-08-20,债券,11037401811102,18平安银行CD102(总价),77736534.86,0.0042049999999999995,111811102.IB,平安银行股份有限公司,1000001,同业存单,,228141000000.0000,20180630,AAA,AAA,False,AAA,False
68,000540,2018-08-20,债券,11037401811104,18平安银行CD104(总价),437164265.41,0.023649,111811104.IB,平安银行股份有限公司,1000001,同业存单,,228141000000.0000,20180630,AAA,AAA,False,AAA,False
69,000540,2018-08-20,债券,11037401811105,18平安银行CD105(总价),48659923.75,0.002632,111811105.IB,平安银行股份有限公司,1000001,同业存单,,228141000000.0000,20180630,AAA,AAA,False,AAA,False
70,000540,2018-08-20,债券,11037401811132,18平安银行CD132(总价),299964444.82,0.016227000000000002,111811132.IB,平安银行股份有限公司,1000001,同业存单,,228141000000.0000,20180630,AAA,AAA,False,AAA,False
71,000540,2018-08-20,债券,11037401821131,18渤海银行CD131(总价),298181212.07,0.01613,111821131.IB,渤海银行股份有限公司,044A60D6B0,同业存单,,54154574389.2700,20180630,AAA,AAA,False,AAA,False
72,000540,2018-08-20,债券,11037401880709,18盛京银行CD286(总价),298501581.99,0.016148,111880709.IB,盛京银行股份有限公司,0486D9551E,同业存单,,52255656000.0000,20171231,AAA,AAA,False,AAA,False
73,000540,2018-08-20,债券,11037401880958,18盛京银行CD289(总价),298355718.17,0.01614,111880958.IB,盛京银行股份有限公司,0486D9551E,同业存单,,52255656000.0000,20171231,AAA,AAA,False,AAA,False
74,000540,2018-08-20,债券,11037401881407,18台州银行CD035(总价),198716155.56,0.01075,111881407.IB,台州银行股份有限公司,04HA73B907,同业存单,,14736307245.1600,20180331,AA+,AA+,False,AA+,False
75,000540,2018-08-20,债券,11037401881515,18天津银行CD211(总价),298277012.85,0.016135,111881515.IB,天津银行股份有限公司,502039354,同业存单,,44755862000.0000,20171231,AAA,AAA,False,AAA,False
76,000540,2018-08-20,债券,11037401881862,18龙江银行CD082(总价),48158812.75,0.002605,111881862.IB,龙江银行股份有限公司,3cP6A5F800,同业存单,,14885318000.0000,20171231,AA+,AA+,False,AA+,False
77,000540,2018-08-20,债券,11037401882014,18四川天府银行CD028(总价),196809642.12,0.010646,111882014.IB,四川天府银行股份有限公司,04A57605C8,同业存单,,14498057428.1600,20180630,AA+,AA+,False,AA+,False
78,000540,2018-08-20,债券,11037401882298,18厦门银行CD107(总价),96818699.78,0.005237,111882298.IB,厦门银行股份有限公司,0SE879D79B,同业存单,,12299325249.5200,20171231,AA+,AA+,False,AA+,False
79,000540,2018-08-20,债券,11037401892665,18贵阳银行CD049(总价),9772987.3,0.0005290000000000001,111892665.IB,贵阳银行股份有限公司,0437E9B406,同业存单,,25630018000.0000,20171231,AAA,AAA,False,AAA,False
80,000540,2018-08-20,债券,11037401895183,18厦门国际银行CD067(总价),298181577.12,0.01613,111895183.IB,厦门国际银行股份有限公司,06K4F027E5,同业存单,,46376161336.0000,20171231,AAA,AAA,False,AAA,False
81,000540,2018-08-20,债券,11037401895386,18威海商行CD039(总价),194021784.04,0.010496,111895386.IB,威海市商业银行股份有限公司,04A57770DA,同业存单,,11071107177.3700,20171231,AA+,AA+,False,AA+,False
82,000540,2018-08-20,债券,11037401897145,18昆仑银行CD039(总价),49478252.24,0.002677,111897145.IB,昆仑银行股份有限公司,0FL5F82BEC,同业存单,,29075260000.0000,20180331,AAA,AA+,False,AAA,False
83,000540,2018-08-20,债券,11037401897447,18深圳前海微众银行CD004(总价),100000000.0,0.005410000000000001,111897447.IB,深圳前海微众银行股份有限公司,VtXh6ljHgx,同业存单,,2426684824.0000,20151231,AAA,AAA,False,AAA,False
84,000540,2018-08-20,债券,11037401897819,18深圳前海微众银行CD008(总价),99963229.52,0.005408,111897819.IB,深圳前海微众银行股份有限公司,VtXh6ljHgx,同业存单,,2426684824.0000,20151231,AAA,AAA,False,AAA,False
85,000540,2018-08-20,债券,11035201AI0057,18陕延油SCP004(总价),100081999.59,0.0054139999999999995,011800457.IB,陕西延长石油(集团)有限责任公司,0PH6166E96,短期融资券,超短期融资债券,121447890213.2200,20180331,AAA,AAA,True,AAA,False
